state,discovery_month,fire_cause,Temp_pre_30,Wind_pre_30,Hum_pre_30,putout_time,fire_size_bin,fire_size_bin_no
NV,Jun,Debris Burning,16.27596717,4.054982415,44.77842907,0,Teacup,1
MS,Apr,Arson,13.46861925,2.038268156,57.99720670000001,0,Mini,3
ND,Apr,Debris Burning,-0.8916349809999999,5.800666667000001,77.57501206,0,Teacup,1
GA,Oct,Debris Burning,20.07947977,3.65984,67.55178268,0,Mini,3
NM,Jul,Lightning,31.05585937,4.026367187,28.78320313,1,Large,5
WV,Apr,Debris Burning,8.9048,4.18489426,56.23867069,0,Medium,4
WY,Jul,Utilities,22.72938005,3.148513514,37.25675676,0,Teacup,1
OK,Dec,Utilities,8.523263157999999,3.278095238,76.61521739,1,Mini,3
TN,Oct,Arson,14.40471888,1.976602238,73.77567887,1,Medium,4
VA,Apr,Arson,8.864242424,3.135151515,52.83489097,2,Medium,4
WI,Apr,Utilities,3.713043478,5.752173912999999,66.91111111,0,Teacup,1
CA,Jul,Utilities,27.85048276,2.58,44.7062069,1,Medium,4
GA,Mar,Debris Burning,10.97154851,2.438199627,70.45740836,0,Mini,3
AZ,Jul,Accidental,21.73636364,4.227272727,49.36363636,9,Teacup,1
AR,Oct,Debris Burning,17.81246973,1.297578692,66.64366374,0,Teacup,1
GA,Jan,Debris Burning,8.147935035,1.737633411,60.78588808,0,Teacup,1
GA,Feb,Debris Burning,9.430668127,2.727601314,68.88056206,0,Toy,2
ID,Aug,Accidental,21.5948324,0.564106145,58.11033520000001,0,Mini,3
GA,Apr,Utilities,12.84916667,3.94,66.63687151,0,Mini,3
GA,Mar,Arson,9.76573499,3.2640625,66.86682243,0,Teacup,1
MN,Mar,Utilities,-2.428571429,3.833282675,74.28658537,0,Teacup,1
CO,Sep,Accidental,8.664914586,4.722141918999999,40.75965379,3,Teacup,1
OK,Aug,Arson,33.97345013,3.947843666,37.33962264,0,Teacup,1
GA,Jul,Arson,28.18606061,3.3301538460000004,65.93290735,0,Teacup,1
MS,May,Arson,15.41722222,4.2986111110000005,59.85915493,0,Mini,3
OK,Dec,Arson,0.269237833,2.04214876,77.41107185,0,Medium,4
AZ,May,Arson,24.38005502,4.2039889960000005,16.61019284,0,Teacup,1
AZ,Jul,Lightning,26.63636364,4.91010101,19.66161616,0,Teacup,1
ND,Apr,Debris Burning,-1.333333333,3.925558659,76.08645533,0,Teacup,1
SC,Mar,Debris Burning,9.462435838,3.178114792,65.43231899,0,Teacup,1
FL,May,Accidental,23.9530451,2.731174278,72.50804829,0,Toy,2
WA,May,Accidental,12.35106383,2.196153846,57.91025641,0,Mini,3
AL,Apr,Arson,16.58855886,3.472937294,66.75247525,0,Teacup,1
NY,Apr,Utilities,6.530284302,3.062917182,61.73507463,0,Teacup,1
NM,Jul,Lightning,24.02811671,3.772413793,28.45949535,3,Teacup,1
CA,Jun,Lightning,11.74899058,1.548317631,61.60083682,1,Teacup,1
GA,Dec,Arson,11.56821378,2.082512893,70.15806662,0,Mini,3
GA,Mar,Accidental,9.69099723,3.854155125,59.47965116,0,Teacup,1
WY,Mar,Debris Burning,-4.752636719,2.566113281,58.96285435,0,Teacup,1
NE,Apr,Utilities,8.176333022,5.272965388,53.64546305,0,Teacup,1
GA,Jun,Debris Burning,23.80095579,2.394504182,75.06703146,0,Teacup,1
SC,Nov,Arson,16.65162542,1.436050461,66.92937123,0,Teacup,1
GA,Dec,Debris Burning,11.23170732,1.898634146,71.51806491,0,Teacup,1
PA,Apr,Arson,5.052132701000001,4.87614534,67.19410745,0,Teacup,1
MS,Nov,Accidental,11.3474026,2.223886827,66.80668127,0,Toy,2
MO,Mar,Arson,4.907527881,3.316968852,64.06889952,0,Mini,3
FL,Jun,Arson,26.41514523,2.52195122,72.25556734,0,Teacup,1
FL,Jul,Lightning,25.88221884,2.158599696,79.37366003,0,Medium,4
NM,Mar,Utilities,11.2238806,5.811940299,28.17910448,0,Mini,3
MS,Feb,Arson,15.16744412,3.357240039,77.15352697,0,Mini,3
NC,May,Arson,16.81509795,1.394457716,66.23065550000001,1,Toy,2
SD,May,Accidental,8.912280702,6.020350877,61.40078844,0,Teacup,1
MS,Feb,Arson,10.09845288,2.14374121,69.73980309,0,Teacup,1
GA,Feb,Debris Burning,-10.23333333,3.831023102,82.49462366,0,Teacup,1
MS,Oct,Debris Burning,18.92649098,2.491748252,67.4,0,Mini,3
AZ,Jun,Lightning,16.59636872,4.586219739,35.27061015,3,Toy,2
UT,Aug,Lightning,26.37894737,2.076842105,41.35789474,0,Teacup,1
WV,Apr,Lightning,10.8684435,3.11684435,43.23409669,0,Teacup,1
ND,May,Utilities,8.762987737000001,5.76477146,54.86241611,0,Teacup,1
OK,Feb,Arson,6.189953271,3.377139508,65.54694836,0,Medium,4
WV,May,Accidental,13.88100559,3.958108108,54.1463964,0,Toy,2
ND,Oct,Arson,12.73972868,4.985645005,68.63189569,0,Teacup,1
GA,Feb,Debris Burning,7.759432932999999,3.326717557,71.58789954,0,Teacup,1
AL,Apr,Arson,16.68584759,3.390654206,66.64962121,0,Teacup,1
NM,Jul,Lightning,20.5,4.866666667,37.66666667,1,Teacup,1
MS,Mar,Debris Burning,6.300714286,3.3505730660000004,67.45244957,0,Teacup,1
NM,Nov,Lightning,9.757039187,3.025726744,41.74563953,0,Teacup,1
GA,Mar,Arson,16.18298851,1.557931034,70.53521127,0,Teacup,1
NC,Apr,Debris Burning,12.57722008,1.3764478759999998,58.98604911,0,Teacup,1
MI,Apr,Accidental,-0.914884393,3.963728324,72.96802326,1,Teacup,1
GA,Aug,Debris Burning,27.90471254,2.425754717,72.58578680000001,0,Teacup,1
WY,Apr,Debris Burning,8.291103604,4.492298981,38.23216308,0,Teacup,1
AZ,May,Accidental,18.38964695,2.470419847,27.80629771,0,Teacup,1
WV,Apr,Debris Burning,7.713532513,1.335383714,61.81389870000001,2,Teacup,1
NC,Apr,Debris Burning,15.527390900000002,1.801021356,58.45755473,0,Teacup,1
KY,Dec,Debris Burning,3.244621141,3.205004677,68.46410442,0,Teacup,1
NE,Mar,Utilities,2.12681669,3.797515237,78.82154341,0,Medium,4
GA,Apr,Accidental,10.11024436,2.187511826,69.61987041,0,Toy,2
ND,Apr,Debris Burning,5.941639648,5.103942486,58.85946197,0,Teacup,1
WI,May,Utilities,11.60736111,4.235277778,64.02302158,0,Toy,2
NV,Jul,Lightning,29.24183007,4.374,17.06,1,Mini,3
OK,Jun,Lightning,24.66878669,2.154397233,72.68441273,0,Mini,3
OK,Nov,Arson,9.762695776,2.62586616,62.41984334,0,Teacup,1
TX,Jul,Utilities,28.4452182,5.2136026,33.30536131,0,Medium,4
KY,Apr,Debris Burning,4.742282507,2.078890456,67.29130435,1,Mini,3
NY,Apr,Debris Burning,4.522843057,3.731440329,66.80936455,0,Teacup,1
CA,Oct,Utilities,18.11330749,1.3751937980000002,52.75398936,0,Teacup,1
NC,Mar,Accidental,9.370060923,2.980765883,58.5671406,0,Teacup,1
GA,Feb,Arson,12.03510324,3.576627219,66.80722892,0,Teacup,1
ND,Apr,Arson,-1.37564645,5.796229972000001,72.39124227,0,Teacup,1
CA,Jun,Debris Burning,13.49457672,3.1058201060000004,63.75629139,0,Teacup,1
GA,Sep,Debris Burning,26.39660057,2.939093484,69.31714286,0,Teacup,1
AZ,May,Lightning,15.34555556,3.801111111,41.35555556,0,Teacup,1
MS,Oct,Arson,22.70235131,1.985062241,76.8769018,0,Teacup,1
SC,Jul,Lightning,27.95972696,2.3621843,53.00204778,0,Teacup,1
GA,Apr,Debris Burning,13.30962343,2.6820548580000003,70.14821029,0,Teacup,1
OR,Aug,Debris Burning,21.10714286,3.774524362,61.83519034,0,Teacup,1
GA,Jun,Lightning,24.90509584,2.589060309,68.29145978,1,Teacup,1
GA,Apr,Debris Burning,16.14093649,2.099026426,50.18830084,0,Teacup,1
AL,Mar,Arson,10.6399093,3.333786848,69.56069364,0,Toy,2
AL,Sep,Debris Burning,24.97861702,2.493783494,73.95156082,0,Teacup,1
AL,Mar,Debris Burning,12.28065268,2.1882517480000003,64.33116883,0,Teacup,1
OK,Mar,Arson,6.8777985070000005,4.228311567,63.62540021,1,Mini,3
KS,Apr,Debris Burning,10.92540894,4.169162996,62.8314978,0,Toy,2
AL,Apr,Arson,18.75098814,3.069762846,54.29856851,0,Mini,3
MN,Mar,Arson,-10.63913914,3.675975976,59.66740331,0,Teacup,1
OK,Nov,Arson,10.85252809,2.055383895,59.37794486,0,Teacup,1
GA,Oct,Debris Burning,18.69928532,0.483672347,71.56412478,0,Teacup,1
NC,Mar,Utilities,2.149489322,2.412598791,61.35783563,0,Teacup,1
TX,Aug,Debris Burning,30.06204188,5.389267016,66.56749672,0,Toy,2
GA,Dec,Utilities,7.861764706000001,2.009328969,65.84779051,0,Teacup,1
MS,Oct,Debris Burning,23.14019886,1.551420455,63.30681818,0,Teacup,1
TN,Sep,Arson,21.63078849,1.235043805,71.8972973,5,Mini,3
MS,Jul,Accidental,25.12463158,2.144315789,81.77993528,0,Toy,2
TX,Apr,Debris Burning,18.61419897,3.267211583,63.13804714,0,Mini,3
AL,Mar,Debris Burning,14.81492921,3.343629344,55.19638243,0,Medium,4
ID,Jun,Utilities,17.10993377,5.708609272,39.11419069,0,Mini,3
AZ,Nov,Accidental,13.89625,1.908055556,28.88317107,1,Mini,3
KS,Mar,Debris Burning,-2.414776632,4.013793103,66.87022016,0,Mini,3
MS,Nov,Arson,15.1047205,2.309565217,67.34992888,0,Teacup,1
CA,May,Lightning,14.80959302,1.988275194,38.63655137,3,Mini,3
MS,Feb,Accidental,5.85625,4.210138889,61.17994100000001,0,Medium,4
CA,Oct,Arson,12.81408451,2.936384977,79.90661831,0,Teacup,1
MS,Oct,Debris Burning,18.72245763,1.300849618,80.59679144,0,Teacup,1
MT,May,Lightning,11.24903581,4.035972222,62.0,0,Teacup,1
MT,Mar,Accidental,0.8973611109999999,2.961929825,61.27768014,0,Teacup,1
KY,Mar,Accidental,2.476367006,1.61387422,66.53265766,0,Toy,2
MT,Jul,Lightning,25.58618331,3.46128591,38.36525308,0,Large,5
NV,Aug,Lightning,24.23876765,2.84801027,29.6084724,1,Mini,3
KY,Apr,Arson,9.024425287,2.436690647,59.71268058,1,Teacup,1
AZ,Sep,Lightning,23.35781544,1.850659134,47.67981791,3,Teacup,1
KS,Oct,Debris Burning,12.19047619,4.969083969,49.28625954,1,Large,5
GA,Jun,Debris Burning,26.93021807,2.1239875390000003,60.55451713,0,Teacup,1
MS,May,Arson,21.68095238,1.760084034,65.34873950000001,0,Teacup,1
SD,Oct,Utilities,19.4526096,4.574058577,39.10504202,0,Medium,4
AK,Jul,Lightning,13.75043365,2.133637153,63.46863958,12,Toy,2
AR,Jun,Debris Burning,23.95272727,2.821818182,63.31688312,0,Medium,4
ID,Jul,Lightning,18.76642336,1.734452555,51.60895522,1,Teacup,1
AL,Mar,Arson,0.585892116,4.583921016000001,66.71301775,0,Mini,3
WV,Mar,Debris Burning,3.64939759,3.329826733,66.47865459,0,Mini,3
MS,Mar,Arson,11.59184549,3.088968481,67.52941176,0,Teacup,1
NE,May,Debris Burning,5.740729783,6.917357002,71.82883817,0,Toy,2
MS,Aug,Debris Burning,27.73314993,1.700412655,64.95159059,0,Toy,2
ID,Jul,Arson,21.81686122,4.244747082,38.36569149,0,Mini,3
TX,Jul,Arson,30.25891616,4.106113942,57.38341602,0,Toy,2
NM,Apr,Debris Burning,6.245499382999999,4.773859433,43.92450495,0,Medium,4
CA,Jun,Lightning,15.5336,2.9769333330000003,47.816,1,Toy,2
MN,Jul,Accidental,20.5701581,2.956768775,68.16287129,1,Teacup,1
WI,Apr,Accidental,6.0,4.613793103,53.79310345,0,Teacup,1
NY,Apr,Debris Burning,5.741605839,3.736934307,74.13256956,0,Teacup,1
TX,Jan,Debris Burning,18.75618945,3.896736726,67.37198986,1,Mini,3
MT,Apr,Accidental,4.937777778,2.708888889,66.1448468,0,Teacup,1
TN,Oct,Arson,20.11576194,0.416285154,73.98430034,0,Mini,3
SC,Feb,Accidental,7.823155838,1.841035662,66.21269841,0,Mini,3
GA,Feb,Debris Burning,10.49365303,4.142172523999999,62.41923775,0,Teacup,1
MS,Jun,Utilities,23.35417639,1.335620915,69.46847721,0,Teacup,1
FL,Aug,Lightning,28.58130435,2.714782609,80.65699874,0,Teacup,1
NY,Aug,Arson,21.10706422,2.860733945,78.13176471,1,Teacup,1
TX,Aug,Debris Burning,29.9369238,3.933113829,64.55549975,0,Teacup,1
MN,May,Debris Burning,7.245180425,3.50479723,66.49224405,0,Teacup,1
GA,Jul,Debris Burning,28.82204577,1.913404951,70.59041804,0,Teacup,1
TX,Feb,Debris Burning,-4.464861111,4.748328691,74.64306785,1,Medium,4
ID,Aug,Utilities,24.98748261,4.396258993,36.95683453,0,Toy,2
CA,Jul,Arson,21.00421941,2.954439252,40.08411215,0,Teacup,1
GA,Nov,Accidental,12.962,1.625578231,63.98480243,0,Teacup,1
TN,Apr,Arson,13.88186874,1.552968037,65.82526564,2,Medium,4
SC,Mar,Arson,10.74233983,2.9685873610000004,78.39775909999999,0,Teacup,1
ID,Aug,Lightning,22.54532578,1.023087819,58.03835227,5,Mini,3
MS,Feb,Arson,6.921052632,2.688620199,68.80085349,0,Teacup,1
AR,Apr,Debris Burning,9.984333333,2.927,61.12918108,0,Mini,3
CA,Sep,Accidental,15.26635514,2.248405253,42.98915606,0,Teacup,1
AL,Jul,Debris Burning,26.83289037,2.618383167,65.6013289,0,Teacup,1
NM,Jun,Utilities,28.30062112,4.452173913,39.77888199,0,Teacup,1
MS,Oct,Debris Burning,21.7015625,2.111169102,67.24425887,0,Teacup,1
MI,May,Accidental,4.308039216,4.059487179,77.45646438,0,Teacup,1
AZ,Jun,Lightning,23.00983146,4.043539326,25.01685393,1,Teacup,1
NV,Jul,Lightning,33.89450549,3.364148352,8.872077029,2,Mini,3
MI,Mar,Debris Burning,3.314919169,3.960214529,76.37787567,0,Mini,3
MS,Jul,Arson,26.68032015,2.377609825,57.42324043,0,Teacup,1
WA,Apr,Debris Burning,8.79620915,2.999736842,61.19894598,167,Mini,3
CO,Apr,Debris Burning,3.950965825,3.312481426,58.55981595,0,Mini,3
GA,Mar,Debris Burning,6.171270718,0.957222222,72.3,0,Teacup,1
AZ,Jun,Lightning,26.70670038,3.870535714,21.50446999,3,Medium,4
OK,Feb,Debris Burning,6.28120145,2.956181015,59.50442478,0,Medium,4
NE,Aug,Lightning,23.45052265,3.998835856,62.40606768,0,Teacup,1
CA,May,Utilities,19.94515235,3.376144244,50.52843273,0,Toy,2
MS,Feb,Arson,6.637416481,3.459688196,59.8891455,0,Toy,2
NM,Jul,Lightning,20.63549921,3.842472266,29.78095238,1,Teacup,1
NC,Aug,Arson,26.04566428,2.399759036,78.07130872,0,Teacup,1
NM,Jul,Lightning,29.2421875,4.141903409,36.94460227,0,Medium,4
MS,Feb,Arson,7.067083332999999,3.312638889,69.98976608,0,Medium,4
WI,May,Lightning,8.897452524,4.248679944,71.71142578,2,Medium,4
GA,Feb,Arson,8.75,3.944219653,58.91428571,0,Teacup,1
AL,Mar,Arson,12.05249406,2.469678954,66.06405229,0,Medium,4
MO,Mar,Debris Burning,0.575502571,3.446888361,65.12481716,0,Medium,4
NC,Apr,Debris Burning,7.120521172999999,2.3011204480000003,53.76137566,0,Teacup,1
WA,Jul,Debris Burning,22.19988138,3.070344009,46.05812574,0,Mini,3
WI,Sep,Debris Burning,16.65091837,2.0541836730000003,70.25264271,0,Teacup,1
OK,Aug,Arson,28.73324022,0.222890443,67.48091225,1,Medium,4
KY,Mar,Accidental,8.435238095,3.021190476,72.63262599,0,Teacup,1
MS,Sep,Debris Burning,26.38739946,1.454899329,68.63434903,0,Teacup,1
SD,Jul,Accidental,19.15417256,5.877227723,63.98684211,0,Teacup,1
OK,Apr,Debris Burning,9.443837357,5.203049555,56.98495212,0,Medium,4
NY,May,Debris Burning,7.567328917999999,4.172486188,66.22762431,0,Teacup,1
NM,Aug,Lightning,20.90042076,2.9109396910000003,33.76619718,0,Mini,3
WA,Jun,Utilities,20.19478261,3.664968944,41.50870647,6,Teacup,1
MS,Sep,Debris Burning,25.24266418,1.504291845,68.53836398,0,Teacup,1
TN,Nov,Debris Burning,7.057581967000001,2.856584362,70.12551440000001,0,Teacup,1
FL,Jul,Lightning,27.90990991,4.09,72.83486239,0,Teacup,1
MT,Jul,Lightning,21.86486486,3.598648649,40.6236413,1,Mini,3
AL,Feb,Debris Burning,5.272451791,2.619944598,77.41414141,0,Teacup,1
MT,Apr,Debris Burning,3.701975309,5.768888888999999,66.79900744,0,Teacup,1
AL,Jan,Debris Burning,4.2020531960000005,2.51129258,70.41907357,0,Mini,3
MS,Mar,Arson,9.840407674,5.016446579,71.81336696,0,Toy,2
AL,Feb,Arson,9.76305793,2.980076263,72.79101358,0,Mini,3
AZ,Jul,Lightning,21.72376238,3.40779703,34.7699005,0,Teacup,1
OK,Feb,Arson,5.709,3.119906323,69.15175097,0,Toy,2
NC,Feb,Utilities,1.605764761,1.427894003,60.63580247,0,Teacup,1
MT,Apr,Debris Burning,2.366666667,4.347916667,71.55789474,0,Teacup,1
WV,Jul,Utilities,24.0525641,2.451153846,60.43974359,0,Toy,2
TN,Mar,Debris Burning,4.918458781,3.484767025,63.17737557,0,Teacup,1
SD,Aug,Utilities,24.53325183,4.428728606,46.26566416,0,Medium,4
MN,Apr,Arson,4.4914232730000005,4.171892393,69.60603248,0,Medium,4
AR,Sep,Arson,23.33846154,0.847668998,73.91321244,0,Teacup,1
MO,Apr,Arson,12.45777778,4.493303571,53.37659033,1,Teacup,1
MS,Mar,Arson,10.3825,4.063194444,61.56189152,0,Medium,4
MT,Aug,Utilities,25.03559322,3.483233533,33.22477522,0,Medium,4
GA,Jun,Arson,26.07484076,3.386942675,67.74834437,1,Teacup,1
SD,Apr,Accidental,5.180392157,5.740784314,61.12648221,0,Teacup,1
MS,Mar,Debris Burning,10.26680614,2.471269177,65.28172943,0,Teacup,1
OR,Jul,Lightning,15.09700428,0.998002853,62.6073132,0,Teacup,1
WA,Aug,Debris Burning,24.51089109,3.619006211,31.13664596,69,Teacup,1
MS,Sep,Arson,26.65502646,2.650661376,60.86908078,0,Medium,4
NM,Aug,Lightning,22.96373494,3.0313253010000003,42.49036145,0,Teacup,1
MI,Jul,Utilities,21.10502092,4.205020921,80.69456067,0,Mini,3
WY,Aug,Lightning,19.74028133,4.115473146,54.81841432,1,Toy,2
FL,Feb,Utilities,14.90472279,3.504825462,77.48606061,0,Teacup,1
WV,Apr,Accidental,11.11578947,3.24122807,54.25856698,1,Medium,4
FL,Aug,Lightning,20.87555556,2.7973611110000003,73.67275281,1,Medium,4
GA,Apr,Debris Burning,17.49793282,4.161408451000001,58.00378788,0,Teacup,1
AL,May,Arson,19.29787234,3.594400896,75.51549296,0,Teacup,1
SC,Mar,Debris Burning,14.82483781,2.86187384,77.41366224,0,Mini,3
AK,Jun,Lightning,11.18407386,2.900983227,51.80277617,8,Medium,4
WV,Nov,Accidental,10.88351921,2.264764268,72.14143921,0,Teacup,1
SC,Jun,Utilities,22.62626263,1.986363636,64.50546117,0,Mini,3
MS,Aug,Utilities,26.34352256,1.807917889,75.69558359999999,0,Toy,2
AZ,Jul,Accidental,36.173013700000006,3.840833333,15.74444444,4,Mini,3
MS,Aug,Debris Burning,25.65138122,1.149447514,80.14345404,0,Mini,3
UT,Jul,Lightning,26.25797101,2.624271845,25.64878049,2,Medium,4
TX,Jul,Debris Burning,26.7984552,2.655555556,76.16441207,0,Mini,3
CA,Oct,Arson,18.90054496,2.556070941,51.41609823,0,Teacup,1
GA,Sep,Debris Burning,23.22383025,2.274646355,77.64266667,0,Mini,3
ME,Jul,Arson,22.69,3.766666667,66.04027778,0,Teacup,1
KY,Oct,Debris Burning,16.69176801,1.097613477,77.36340598,1,Mini,3
MT,Sep,Accidental,22.42778523,4.884026846,37.05779570000001,0,Teacup,1
GA,Aug,Debris Burning,28.7732342,1.693361657,67.39466292,0,Teacup,1
KY,Apr,Debris Burning,12.14161426,1.919832109,61.03477345,0,Mini,3
TN,Apr,Debris Burning,7.830011722999999,3.20961313,68.96102314,0,Toy,2
OK,Mar,Arson,7.747117517,3.426526082,69.87791343,3,Large,5
WA,Jun,Arson,14.56732026,2.527815468,57.82993197,3,Teacup,1
MI,May,Debris Burning,8.702816901,2.667042254,64.39886039999999,0,Teacup,1
MS,Mar,Arson,9.015555556,4.295138889,64.54114365,0,Mini,3
MN,Apr,Arson,0.07474275,3.921515435,70.13816425,0,Teacup,1
SD,Jun,Accidental,19.02191235,4.552788845,54.47887324,0,Teacup,1
AZ,Jul,Arson,27.38269135,1.575337669,42.10660661,0,Teacup,1
NM,May,Lightning,16.09089027,4.800414938,41.65344468,2,Mini,3
MS,Mar,Arson,12.99589652,3.691696429,75.25547445,0,Toy,2
TX,Aug,Utilities,32.40751174,2.560704225,49.79624413,0,Teacup,1
NY,May,Arson,11.60763723,2.893421053,65.63151365,0,Teacup,1
GA,Apr,Utilities,18.80657439,3.64106113,74.47665848,0,Toy,2
PA,Mar,Debris Burning,-0.580921053,2.277682686,67.77845684,3,Teacup,1
MS,Sep,Arson,26.06695761,1.85,75.37890625,0,Teacup,1
GA,Mar,Debris Burning,11.26151698,2.966914844,56.11064842,0,Teacup,1
AZ,Jun,Accidental,22.204,2.597142857,36.32571429,0,Toy,2
MS,Feb,Utilities,9.673976608,2.030983847,67.15281899,2,Teacup,1
TX,Aug,Lightning,27.18981748,3.2325648410000003,40.11287224,0,Medium,4
AL,Nov,Arson,13.21479514,2.14908953,77.81610247,0,Teacup,1
MS,Feb,Utilities,9.719471488,1.998470097,71.11682893,0,Mini,3
ID,Aug,Lightning,21.44814616,1.901666667,47.80207197,12,Large,5
OK,Feb,Arson,9.856859972,3.556435644,63.03834808,0,Teacup,1
CO,Mar,Accidental,1.912206047,3.1404063210000004,59.73364486,0,Teacup,1
MS,May,Arson,23.2875576,3.861290323,59.53917051,0,Teacup,1
MN,May,Accidental,6.963888889,3.41349096,69.37102473,0,Mini,3
NM,Jul,Lightning,17.9637883,3.863091922,30.7915506,1,Toy,2
GA,Mar,Debris Burning,8.166052632000001,2.622663139,76.54325581,0,Teacup,1
TX,Aug,Arson,28.321,2.313888889,75.74494382,0,Teacup,1
GA,Jul,Arson,27.18601997,1.497857143,75.07981221,0,Toy,2
GA,Jul,Utilities,28.13030769,1.513384615,62.66666667,0,Teacup,1
NY,Apr,Lightning,1.708286039,2.691600454,66.56334563,0,Teacup,1
ID,Jul,Lightning,23.9744186,3.968946648,40.26164384,0,Toy,2
ND,May,Debris Burning,8.763472222,4.978412256,63.93871866,0,Mini,3
FL,Aug,Lightning,26.90282916,1.865141612,78.29812981,0,Toy,2
OK,Jul,Utilities,25.97928731,3.42760181,72.32805429999999,0,Mini,3
NM,Jul,Lightning,22.49909366,4.063842663,33.45440729,0,Teacup,1
KY,Mar,Arson,6.440629471,2.900429799,59.6312769,3,Teacup,1
WI,Apr,Utilities,4.91875,4.223194444,65.65343511,0,Mini,3
MS,Aug,Arson,27.3438152,1.513023952,73.82784431,0,Teacup,1
MN,Apr,Debris Burning,2.264003897,3.041305407,66.87989276,0,Teacup,1
AR,Aug,Lightning,30.39187817,1.960609911,63.21601017,0,Mini,3
MS,Mar,Arson,14.20335821,3.905970149,67.84615385,0,Teacup,1
TX,Mar,Debris Burning,11.98100665,2.244940618,62.43264124,0,Teacup,1
CA,Jun,Utilities,10.6433584,2.345488722,53.80276382,0,Toy,2
AZ,Jun,Arson,33.93305439,4.270711297,13.53556485,0,Teacup,1
WV,Jun,Debris Burning,21.47347704,1.75267104,72.50952381,0,Teacup,1
MN,Apr,Debris Burning,1.899026426,4.1107093180000005,57.16991643,0,Teacup,1
NC,Apr,Debris Burning,17.37406367,1.688202247,69.34233199,0,Medium,4
NM,May,Arson,15.0472,3.8836,22.24533333,1,Teacup,1
MT,Aug,Lightning,19.93895349,3.2239825580000003,58.0,0,Medium,4
NC,Feb,Utilities,-6.845833333,4.543194444,83.11251981,0,Teacup,1
AZ,Aug,Utilities,24.0,4.664942529,41.85057471,0,Teacup,1
TX,Feb,Arson,8.734643848,2.353077279,76.39696525,0,Teacup,1
SC,Apr,Debris Burning,11.67384615,3.4314491260000004,52.78964942,0,Toy,2
AR,Jun,Arson,23.75902689,2.493589744,65.34117647,0,Teacup,1
AZ,Aug,Arson,31.31587302,1.568253968,35.26984127,0,Teacup,1
NV,May,Lightning,9.72135785,3.828712871,40.15134371,1,Medium,4
AL,May,Debris Burning,19.84400806,2.504531722,71.84274194,0,Toy,2
MS,May,Arson,19.62206506,2.073263889,71.43799603,0,Teacup,1
GA,Nov,Debris Burning,18.48390107,2.3390107330000003,69.35994051,0,Teacup,1
MT,Mar,Accidental,-0.260927152,3.97530454,66.55099778,0,Toy,2
KY,Apr,Utilities,10.33709677,2.4073853990000003,71.80052038,1,Teacup,1
SC,Oct,Debris Burning,18.08497653,1.819483568,62.28563084,0,Toy,2
FL,Feb,Accidental,14.69289694,3.083426184,80.47075209,0,Mini,3
NC,Feb,Debris Burning,6.93268338,1.75538533,54.82472204,0,Teacup,1
OK,Mar,Arson,3.740671642,2.8773787310000003,71.33018422,0,Toy,2
CO,Jul,Lightning,24.02727273,4.972323232,37.0,6,Large,5
MN,Apr,Debris Burning,2.284854099,3.145825603,60.11147388,0,Medium,4
MS,Mar,Arson,10.496703300000002,3.452380952,61.43667297,0,Teacup,1
MT,Aug,Lightning,19.62956927,2.441128085,46.65099882,31,Large,5
OK,Sep,Arson,26.52528978,3.15060622,61.10701107,0,Mini,3
NM,Jun,Lightning,20.17888837,3.963708547,39.66382576,8,Toy,2
MS,Feb,Arson,6.467260579,3.427171492,60.71593533,0,Teacup,1
KS,Sep,Utilities,24.87593633,5.527928772,49.19400187,0,Teacup,1
GA,May,Utilities,23.40492794,2.240399814,65.08011869,0,Toy,2
UT,Aug,Lightning,23.73879195,2.222476447,39.01358696,3,Mini,3
MS,Mar,Debris Burning,9.100699301,3.2309090910000005,69.47084548,0,Teacup,1
NY,Jul,Arson,23.58134593,3.993860685,71.94451004,36,Teacup,1
AZ,Jul,Lightning,24.66647399,3.584971098,43.11560694,1,Teacup,1
MS,Feb,Utilities,8.403098592000001,2.432676056,64.57323944,1,Mini,3
CA,Aug,Utilities,25.9410828,2.091082803,59.09369952,0,Medium,4
MN,Apr,Accidental,10.28167053,4.027331787,48.25314685,0,Teacup,1
NC,Jul,Debris Burning,25.37447208,1.925809479,82.54012201,0,Teacup,1
ID,Aug,Lightning,27.75638889,4.207222222,28.93741307,0,Teacup,1
NV,Oct,Utilities,12.6351227,1.683282209,52.13713405,0,Mini,3
NC,Apr,Debris Burning,12.3042247,1.689229341,68.05146364,0,Teacup,1
WV,Apr,Arson,11.04538198,2.481185861,66.16469194,0,Teacup,1
TN,Mar,Arson,3.044476465,3.316330451,73.11175899,0,Teacup,1
WV,Apr,Utilities,8.571723426,2.551913133,71.95254237,0,Teacup,1
NM,Jun,Arson,16.77321429,4.010714286,37.01785714,1,Teacup,1
NM,Apr,Lightning,26.20013889,4.027916667,69.85277778,0,Medium,4
MS,Mar,Debris Burning,10.70571827,2.050906555,64.23988842,0,Teacup,1
MN,Apr,Arson,-2.140772128,3.217710787,56.21573245,0,Teacup,1
NY,May,Arson,13.5852187,4.187732341999999,50.24427481,0,Teacup,1
MT,Jun,Lightning,13.37630058,4.114017341,56.98265896,0,Teacup,1
GA,Mar,Debris Burning,9.87856142,2.511816908,66.98287888,0,Teacup,1
WY,Aug,Lightning,18.38235294,5.205392157,50.67171717,0,Teacup,1
TN,Mar,Debris Burning,7.61657754,2.797112299,66.56363636,0,Toy,2
